geo,year,houses_completed_thousands,sqft_under_1400,sqft_1400_1799,sqft_1800_2399,sqft_2400_2999,sqft_3000_3999,sqft_4000_plus,garage_1_car,garage_2_car,garage_3_plus_car,carport,no_garage_or_carport,any_garage,basement_full_or_partial,slab_or_other,crawl_space,baths_1_5_or_less,baths_2,baths_2_5,baths_3_plus,heat_forced_air_furnace,heat_pump_total,heat_pump_air_source,heat_pump_ground_source,heat_hot_water_or_steam,heat_other_or_none,with_ac,without_ac,no_fireplace,fireplace_1,fireplace_2_plus,median_sqft,average_sqft,stories_1,stories_2,stories_3_plus,lot_under_7000,lot_7000_8999,lot_9000_10999,lot_11000_21999,lot_22000_plus,with_basement_total,laundry_in_basement,with_basement_laundry_first_floor,with_basement_laundry_higher_floor,without_basement_total,without_basement_laundry_first_floor,without_basement_laundry_higher_floor,with_foyer_total,with_foyer_2_stories,with_foyer_3_plus,without_foyer_total,without_foyer_2_stories,without_foyer_3_plus,patio_only,porch_only,deck_only,patio_and_porch,porch_and_deck,patio_and_deck,patio_porch_and_deck,no_outdoor_feature,any_patio,any_porch,any_deck,bedrooms_2_or_less,bedrooms_3,bedrooms_4_plus
Midwest,1971,208.0,,,,,,,15.0,53.0,,3.0,29.0,68.0,72.0,13.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midwest,1972,231.0,,,,,,,15.0,57.0,,3.0,24.0,73.0,74.0,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midwest,1973,262.0,,,,,,,14.0,63.0,,3.0,21.0,76.0,76.0,11.0,13.0,56.0,25.0,18.0,,75.0,,,,5.0,19.0,35.0,65.0,62.0,33.0,4.0,1445.0,1615.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,68.0,21.0
Midwest,1974,220.0,,,,,,,14.0,66.0,,,19.0,,80.0,8.0,12.0,51.0,29.0,21.0,,71.0,,,,6.0,24.0,36.0,64.0,55.0,39.0,6.0,1490.0,1660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,64.0,23.0
Midwest,1975,218.0,,,,,,,11.0,64.0,,2.0,24.0,74.0,79.0,8.0,13.0,54.0,28.0,18.0,,72.0,,,,5.0,22.0,35.0,65.0,53.0,42.0,6.0,1460.0,1580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,65.0,19.0
Midwest,1976,271.0,,,,,,,11.0,69.0,,1.0,19.0,80.0,81.0,8.0,12.0,48.0,31.0,22.0,,75.0,,,,4.0,21.0,40.0,60.0,50.0,44.0,6.0,1495.0,1655.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,67.0,20.0
Midwest,1977,300.0,,,,,,,11.0,69.0,,1.0,19.0,80.0,83.0,6.0,11.0,46.0,32.0,22.0,,75.0,,,,4.0,21.0,44.0,56.0,47.0,47.0,7.0,1540.0,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,69.0,20.0
Midwest,1978,300.0,,,,,,,10.0,72.0,,1.0,16.0,83.0,82.0,8.0,10.0,41.0,33.0,26.0,,65.0,18.0,,,5.0,12.0,47.0,53.0,43.0,50.0,7.0,1615.0,1730.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,66.0,22.0
Midwest,1979,294.0,,,,,,,10.0,74.0,,2.0,15.0,83.0,81.0,9.0,11.0,39.0,34.0,27.0,,69.0,15.0,,,5.0,11.0,47.0,53.0,43.0,51.0,6.0,1605.0,1720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,64.0,22.0
Midwest,1980,170.0,,,,,,,12.0,66.0,,2.0,20.0,78.0,77.0,11.0,12.0,41.0,33.0,26.0,,69.0,12.0,,,5.0,14.0,45.0,55.0,51.0,43.0,7.0,1520.0,1685.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,62.0,18.0
Midwest,1981,140.0,,,,,,,15.0,61.0,,,23.0,,77.0,10.0,13.0,43.0,31.0,26.0,,70.0,11.0,,,4.0,15.0,48.0,52.0,53.0,40.0,7.0,1480.0,1670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,56.0,19.0
Midwest,1982,92.0,,,,,,,21.0,54.0,,,23.0,,73.0,13.0,14.0,50.0,28.0,22.0,,66.0,7.0,,,3.0,23.0,43.0,57.0,58.0,38.0,4.0,1405.0,1655.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,53.0,17.0
Midwest,1983,142.0,,,,,,,13.0,65.0,,2.0,20.0,78.0,74.0,13.0,13.0,43.0,31.0,27.0,,72.0,11.0,,,3.0,14.0,50.0,50.0,55.0,41.0,5.0,1515.0,1735.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,52.0,19.0
Midwest,1984,156.0,,,,,,,14.0,70.0,,,15.0,,78.0,12.0,11.0,36.0,32.0,31.0,,78.0,8.0,,,3.0,11.0,55.0,45.0,46.0,48.0,6.0,1600.0,1800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,54.0,21.0
Midwest,1985,151.0,,,,,,,13.0,73.0,,,13.0,,77.0,11.0,13.0,33.0,36.0,31.0,,80.0,10.0,,,3.0,8.0,59.0,41.0,45.0,47.0,8.0,1625.0,1820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,55.0,20.0
Midwest,1986,170.0,,,,,,,10.0,79.0,,,11.0,,77.0,11.0,12.0,27.0,37.0,36.0,,83.0,9.0,,,2.0,6.0,62.0,38.0,42.0,53.0,5.0,1685.0,1855.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,57.0,23.0
Midwest,1987,201.0,,,,,,,10.0,80.0,,,10.0,,77.0,13.0,11.0,25.0,35.0,28.0,13.0,87.0,6.0,,,2.0,5.0,67.0,33.0,41.0,53.0,6.0,1740.0,1890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,57.0,25.0
Midwest,1988,191.0,,,,,,,7.0,84.0,,,8.0,,81.0,9.0,11.0,20.0,35.0,31.0,14.0,88.0,6.0,,,2.0,4.0,71.0,29.0,37.0,56.0,7.0,1840.0,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,56.0,28.0
Midwest,1989,191.0,,,,,,,8.0,83.0,,,8.0,,79.0,10.0,11.0,22.0,34.0,30.0,14.0,89.0,5.0,,,2.0,5.0,73.0,27.0,40.0,52.0,8.0,1800.0,1970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,57.0,27.0
Midwest,1990,195.0,,,,,,,8.0,83.0,,,9.0,,81.0,8.0,11.0,18.0,36.0,29.0,16.0,89.0,5.0,,,2.0,4.0,75.0,25.0,39.0,54.0,6.0,1850.0,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,57.0,27.0
Midwest,1991,185.0,,,,,,,8.0,83.0,,,9.0,,80.0,8.0,12.0,20.0,36.0,30.0,14.0,87.0,6.0,,,2.0,5.0,75.0,25.0,41.0,53.0,6.0,1800.0,1990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,58.0,26.0
Midwest,1992,218.0,,,,,,,5.0,69.0,16.0,,9.0,,82.0,8.0,11.0,21.0,30.0,37.0,12.0,85.0,9.0,,,2.0,4.0,77.0,23.0,41.0,54.0,6.0,1870.0,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,57.0,28.0
Midwest,1993,232.0,,,,,,,4.0,67.0,18.0,,10.0,,80.0,9.0,10.0,19.0,33.0,36.0,12.0,86.0,8.0,,,2.0,4.0,78.0,22.0,41.0,54.0,6.0,1855.0,2025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,57.0,28.0
Midwest,1994,255.0,,,,,,,5.0,67.0,19.0,,9.0,,78.0,10.0,11.0,17.0,33.0,38.0,13.0,85.0,9.0,,,2.0,3.0,80.0,20.0,39.0,55.0,5.0,1850.0,2025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,56.0,29.0
Midwest,1995,232.0,,,,,,,6.0,64.0,20.0,,9.0,,79.0,10.0,11.0,18.0,31.0,38.0,13.0,87.0,8.0,,,2.0,3.0,80.0,20.0,39.0,56.0,5.0,1850.0,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,54.0,28.0
Midwest,1996,245.0,,,,,,,6.0,64.0,21.0,,9.0,,76.0,11.0,12.0,17.0,33.0,39.0,11.0,89.0,7.0,,,2.0,2.0,83.0,17.0,40.0,57.0,3.0,1900.0,2025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,56.0,27.0
Midwest,1997,236.0,,,,,,,6.0,64.0,22.0,,9.0,,76.0,13.0,12.0,15.0,34.0,38.0,14.0,90.0,6.0,,,2.0,2.0,84.0,16.0,40.0,56.0,4.0,1900.0,2065.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,55.0,27.0
Midwest,1998,244.0,,,,,,,3.0,65.0,23.0,,9.0,,81.0,10.0,9.0,12.0,35.0,40.0,14.0,90.0,6.0,,,2.0,2.0,85.0,15.0,37.0,58.0,5.0,1945.0,2125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,54.0,30.0
Midwest,1999,276.0,19.0,23.0,28.0,16.0,11.0,4.0,4.0,63.0,23.0,,10.0,,78.0,14.0,8.0,13.0,33.0,39.0,15.0,91.0,5.0,,,2.0,2.0,87.0,13.0,36.0,58.0,6.0,1937.0,2135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,52.0,30.0
Midwest,2000,269.0,16.0,24.0,30.0,14.0,12.0,4.0,4.0,63.0,25.0,,7.0,,79.0,13.0,8.0,11.0,33.0,40.0,16.0,90.0,5.0,4.0,1.0,2.0,2.0,89.0,11.0,35.0,59.0,5.0,1971.0,2170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,53.0,31.0
Midwest,2001,261.0,16.0,23.0,28.0,16.0,12.0,5.0,4.0,61.0,27.0,,8.0,,75.0,15.0,10.0,12.0,32.0,40.0,16.0,89.0,7.0,5.0,2.0,3.0,2.0,88.0,12.0,41.0,53.0,5.0,1965.0,2209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,54.0,29.0
Midwest,2002,272.0,15.0,25.0,27.0,16.0,11.0,5.0,3.0,62.0,28.0,,7.0,,75.0,17.0,8.0,12.0,34.0,38.0,17.0,90.0,6.0,5.0,1.0,2.0,2.0,89.0,11.0,40.0,55.0,5.0,1979.0,2209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,54.0,28.0
Midwest,2003,274.0,17.0,23.0,27.0,16.0,13.0,4.0,3.0,59.0,31.0,,7.0,,75.0,18.0,7.0,11.0,32.0,39.0,18.0,91.0,6.0,4.0,2.0,2.0,2.0,92.0,8.0,38.0,56.0,7.0,1998.0,2198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,50.0,30.0
Midwest,2004,304.0,15.0,25.0,27.0,16.0,12.0,5.0,5.0,57.0,32.0,,5.0,,76.0,17.0,6.0,11.0,33.0,35.0,21.0,90.0,7.0,6.0,1.0,2.0,1.0,93.0,7.0,39.0,56.0,5.0,1993.0,2222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,51.0,29.0
Midwest,2005,307.0,13.0,24.0,27.0,16.0,13.0,6.0,5.0,57.0,32.0,,6.0,,79.0,16.0,6.0,9.0,33.0,37.0,21.0,88.0,9.0,8.0,2.0,2.0,1.0,92.0,8.0,41.0,54.0,5.0,2054.0,2310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,49.0,32.0
Midwest,2006,285.0,15.0,23.0,26.0,16.0,13.0,6.0,6.0,57.0,29.0,,8.0,,75.0,21.0,5.0,13.0,34.0,33.0,20.0,83.0,11.0,9.0,2.0,4.0,2.0,88.0,12.0,46.0,49.0,5.0,2035.0,2290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,49.0,28.0
Midwest,2007,189.0,14.0,22.0,29.0,15.0,13.0,8.0,4.0,55.0,32.0,,9.0,,74.0,20.0,6.0,12.0,34.0,32.0,22.0,81.0,12.0,10.0,3.0,3.0,4.0,88.0,12.0,48.0,45.0,6.0,2064.0,2328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,50.0,30.0
Midwest,2008,139.0,16.0,23.0,26.0,15.0,12.0,8.0,5.0,53.0,31.0,,11.0,,75.0,20.0,4.0,13.0,36.0,29.0,22.0,78.0,14.0,10.0,4.0,4.0,4.0,88.0,12.0,46.0,47.0,8.0,2019.0,2331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,51.0,27.0
Midwest,2009,89.0,17.0,25.0,26.0,16.0,10.0,7.0,7.0,54.0,30.0,,10.0,,70.0,25.0,5.0,14.0,36.0,29.0,20.0,70.0,20.0,12.0,8.0,5.0,5.0,90.0,10.0,48.0,44.0,9.0,1931.0,2216.0,57.0,41.0,2.0,12.0,17.0,11.0,23.0,37.0,70.0,16.0,48.0,6.0,30.0,26.0,3.0,15.0,15.0,1.0,85.0,26.0,1.0,,,,,,,,,,,,22.0,53.0,25.0
Midwest,2010,82.0,15.0,25.0,27.0,16.0,10.0,7.0,3.0,54.0,31.0,,12.0,,73.0,23.0,5.0,13.0,38.0,27.0,22.0,70.0,21.0,13.0,8.0,5.0,5.0,88.0,12.0,50.0,43.0,7.0,2001.0,2265.0,60.0,38.0,1.0,11.0,13.0,17.0,24.0,36.0,73.0,16.0,49.0,7.0,27.0,25.0,2.0,13.0,13.0,,87.0,25.0,1.0,9.0,20.0,11.0,17.0,14.0,3.0,6.0,19.0,35.0,57.0,34.0,19.0,53.0,29.0
Midwest,2011,76.0,18.0,22.0,24.0,15.0,13.0,7.0,5.0,53.0,30.0,1.0,10.0,89.0,71.0,23.0,6.0,14.0,38.0,25.0,24.0,71.0,20.0,13.0,7.0,4.0,6.0,91.0,9.0,52.0,40.0,8.0,2015.0,2287.0,59.0,40.0,1.0,13.0,15.0,14.0,25.0,34.0,71.0,17.0,47.0,7.0,29.0,25.0,2.0,16.0,16.0,,84.0,25.0,1.0,9.0,22.0,12.0,18.0,14.0,3.0,6.0,16.0,36.0,60.0,35.0,22.0,45.0,33.0
Midwest,2012,85.0,17.0,19.0,25.0,18.0,14.0,7.0,6.0,50.0,35.0,1.0,8.0,91.0,71.0,24.0,5.0,14.0,34.0,27.0,26.0,75.0,19.0,13.0,6.0,3.0,4.0,93.0,7.0,51.0,42.0,7.0,2150.0,2341.0,56.0,43.0,1.0,14.0,15.0,14.0,27.0,30.0,71.0,17.0,45.0,9.0,29.0,26.0,2.0,15.0,15.0,,85.0,28.0,1.0,10.0,27.0,10.0,17.0,12.0,2.0,7.0,15.0,36.0,63.0,31.0,22.0,46.0,31.0
Midwest,2013,96.0,14.0,19.0,26.0,19.0,14.0,8.0,5.0,49.0,38.0,,8.0,,72.0,22.0,6.0,12.0,32.0,29.0,27.0,79.0,15.0,11.0,4.0,2.0,4.0,94.0,6.0,50.0,44.0,6.0,2177.0,2398.0,51.0,48.0,1.0,17.0,13.0,14.0,28.0,29.0,72.0,12.0,48.0,11.0,28.0,23.0,3.0,14.0,14.0,,86.0,34.0,1.0,9.0,25.0,11.0,19.0,11.0,3.0,6.0,14.0,37.0,61.0,31.0,18.0,48.0,34.0
Midwest,2014,103.0,10.0,17.0,23.0,20.0,20.0,9.0,3.0,46.0,42.0,,9.0,,73.0,23.0,5.0,7.0,33.0,30.0,30.0,74.0,20.0,16.0,5.0,3.0,3.0,94.0,6.0,44.0,50.0,6.0,2400.0,2574.0,52.0,47.0,1.0,11.0,14.0,13.0,30.0,32.0,73.0,8.0,51.0,13.0,27.0,23.0,3.0,16.0,15.0,,84.0,32.0,,8.0,24.0,10.0,18.0,11.0,3.0,8.0,17.0,37.0,61.0,32.0,16.0,46.0,37.0
Midwest,2015,103.0,11.0,18.0,24.0,20.0,18.0,9.0,4.0,46.0,42.0,,8.0,,73.0,22.0,5.0,8.0,34.0,30.0,29.0,76.0,19.0,16.0,3.0,2.0,3.0,94.0,6.0,44.0,51.0,5.0,2320.0,2526.0,51.0,48.0,1.0,13.0,14.0,12.0,30.0,31.0,73.0,9.0,48.0,14.0,27.0,23.0,3.0,17.0,17.0,,83.0,31.0,1.0,9.0,27.0,9.0,17.0,12.0,3.0,10.0,14.0,39.0,66.0,34.0,17.0,47.0,36.0
Midwest,2016,117.0,12.0,19.0,24.0,19.0,18.0,9.0,4.0,46.0,42.0,,8.0,,71.0,24.0,5.0,9.0,33.0,30.0,29.0,76.0,18.0,15.0,3.0,3.0,3.0,94.0,6.0,46.0,48.0,6.0,2297.0,2474.0,55.0,44.0,1.0,12.0,21.0,12.0,26.0,29.0,71.0,9.0,48.0,13.0,29.0,23.0,3.0,14.0,14.0,,86.0,30.0,1.0,9.0,25.0,10.0,19.0,12.0,3.0,8.0,14.0,39.0,64.0,33.0,17.0,48.0,35.0
Midwest,2017,121.0,12.0,21.0,23.0,18.0,18.0,8.0,3.0,51.0,39.0,,7.0,,68.0,27.0,5.0,8.0,34.0,30.0,29.0,81.0,15.0,13.0,2.0,3.0,2.0,95.0,5.0,47.0,48.0,5.0,2254.0,2446.0,54.0,44.0,1.0,13.0,23.0,12.0,24.0,29.0,68.0,8.0,45.0,13.0,32.0,26.0,5.0,13.0,12.0,,87.0,32.0,1.0,9.0,23.0,11.0,21.0,11.0,3.0,9.0,14.0,42.0,64.0,34.0,18.0,46.0,36.0
Midwest,2018,124.0,14.0,19.0,26.0,18.0,17.0,6.0,6.0,49.0,38.0,,7.0,,68.0,29.0,3.0,9.0,34.0,29.0,28.0,79.0,16.0,14.0,1.0,3.0,2.0,94.0,6.0,51.0,44.0,5.0,2180.0,2378.0,57.0,42.0,1.0,14.0,24.0,12.0,23.0,27.0,68.0,9.0,46.0,12.0,32.0,26.0,4.0,11.0,11.0,,89.0,31.0,1.0,10.0,24.0,11.0,21.0,11.0,4.0,7.0,13.0,42.0,63.0,33.0,19.0,46.0,36.0
Midwest,2019,121.0,12.0,22.0,25.0,18.0,16.0,7.0,3.0,52.0,38.0,,7.0,,62.0,34.0,4.0,7.0,38.0,30.0,26.0,83.0,12.0,10.0,1.0,3.0,2.0,95.0,5.0,52.0,43.0,4.0,2160.0,2402.0,57.0,42.0,2.0,15.0,21.0,12.0,24.0,29.0,62.0,7.0,43.0,11.0,38.0,32.0,4.0,11.0,11.0,,89.0,31.0,1.0,11.0,23.0,10.0,24.0,10.0,3.0,7.0,14.0,45.0,64.0,30.0,22.0,45.0,33.0
Midwest,2020,126.0,10.0,23.0,29.0,18.0,14.0,6.0,3.0,57.0,35.0,0.0,5.0,95.0,64.0,32.0,4.0,7.0,37.0,30.0,27.0,85.0,10.0,9.0,1.0,3.0,2.0,97.0,3.0,55.0,41.0,4.0,2123.0,2365.0,55.0,43.0,2.0,18.0,23.0,9.0,23.0,28.0,64.0,8.0,43.0,12.0,36.0,28.0,7.0,11.0,11.0,1.0,89.0,32.0,2.0,11.0,24.0,9.0,23.0,10.0,3.0,7.0,14.0,44.0,64.0,29.0,19.0,49.0,32.0
Midwest,2021,125.0,12.0,21.0,26.0,19.0,16.0,7.0,4.0,50.0,41.0,,5.0,,64.0,33.0,4.0,5.0,36.0,30.0,29.0,87.0,8.0,7.0,1.0,4.0,1.0,97.0,3.0,52.0,44.0,4.0,2177.0,2391.0,55.0,43.0,2.0,18.0,23.0,10.0,24.0,26.0,64.0,7.0,43.0,13.0,36.0,29.0,7.0,9.0,9.0,,91.0,34.0,1.0,10.0,24.0,8.0,25.0,10.0,4.0,7.0,12.0,46.0,66.0,29.0,17.0,47.0,36.0
Midwest,2022,137.0,10.0,21.0,28.0,19.0,15.0,6.0,3.0,53.0,37.0,,7.0,,62.0,34.0,4.0,7.0,33.0,30.0,30.0,87.0,9.0,9.0,1.0,3.0,2.0,95.0,5.0,52.0,44.0,4.0,2157.0,2368.0,57.0,41.0,2.0,19.0,24.0,9.0,23.0,26.0,62.0,5.0,42.0,15.0,38.0,29.0,9.0,9.0,8.0,,91.0,33.0,1.0,13.0,23.0,8.0,25.0,9.0,4.0,8.0,10.0,50.0,65.0,29.0,17.0,46.0,37.0
Midwest,2023,126.0,11.0,23.0,27.0,17.0,15.0,6.0,7.0,53.0,31.0,,9.0,,57.0,39.0,4.0,8.0,33.0,31.0,27.0,82.0,10.0,9.0,2.0,5.0,3.0,94.0,6.0,51.0,43.0,6.0,2101.0,2356.0,53.0,45.0,2.0,16.0,25.0,8.0,20.0,30.0,57.0,5.0,38.0,13.0,43.0,33.0,10.0,11.0,10.0,,89.0,34.0,1.0,13.0,26.0,6.0,26.0,10.0,3.0,7.0,9.0,49.0,69.0,26.0,20.0,44.0,35.0
Midwest,2024,136.0,17.0,22.0,27.0,16.0,13.0,5.0,5.0,55.0,30.0,,9.0,,54.0,40.0,6.0,11.0,33.0,32.0,25.0,87.0,8.0,7.0,1.0,2.0,3.0,95.0,5.0,56.0,40.0,4.0,1990.0,2220.0,54.0,45.0,1.0,19.0,25.0,8.0,23.0,26.0,54.0,8.0,34.0,12.0,46.0,34.0,11.0,10.0,10.0,,90.0,35.0,1.0,14.0,23.0,10.0,25.0,9.0,3.0,6.0,10.0,48.0,63.0,28.0,21.0,44.0,35.0
Midwest,2025,131.0,13.0,24.0,29.0,15.0,14.0,5.0,5.0,57.0,30.0,,8.0,,50.0,43.0,7.0,9.0,36.0,31.0,23.0,88.0,7.0,6.0,1.0,2.0,3.0,96.0,4.0,61.0,35.0,4.0,1969.0,2240.0,54.0,45.0,2.0,17.0,28.0,10.0,20.0,25.0,50.0,7.0,33.0,9.0,50.0,35.0,14.0,10.0,10.0,,90.0,35.0,1.0,14.0,22.0,10.0,28.0,9.0,2.0,6.0,9.0,50.0,65.0,27.0,19.0,48.0,33.0
Northeast,1971,134.0,,,,,,,25.0,41.0,,,34.0,,80.0,11.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northeast,1972,149.0,,,,,,,28.0,37.0,,,33.0,,82.0,12.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northeast,1973,156.0,,,,,,,30.0,39.0,,,30.0,,75.0,16.0,10.0,59.0,17.0,24.0,,37.0,,,,33.0,30.0,14.0,86.0,53.0,41.0,6.0,1450.0,1595.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,57.0,26.0
Northeast,1974,132.0,,,,,,,32.0,38.0,,,29.0,,76.0,16.0,8.0,56.0,19.0,24.0,,35.0,,,,29.0,35.0,16.0,84.0,53.0,42.0,6.0,1465.0,1600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,58.0,27.0
Northeast,1975,114.0,,,,,,,28.0,41.0,,,30.0,,75.0,16.0,9.0,62.0,17.0,20.0,,32.0,,,,36.0,33.0,13.0,87.0,55.0,38.0,7.0,1405.0,1575.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,60.0,24.0
Northeast,1976,121.0,,,,,,,31.0,41.0,,,27.0,,76.0,16.0,8.0,55.0,19.0,26.0,,32.0,,,,38.0,28.0,13.0,87.0,48.0,46.0,6.0,1505.0,1630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,59.0,25.0
Northeast,1977,135.0,,,,,,,31.0,44.0,,,23.0,,78.0,14.0,8.0,52.0,19.0,29.0,,34.0,,,,37.0,28.0,17.0,83.0,48.0,46.0,5.0,1540.0,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,58.0,26.0
Northeast,1978,141.0,,,,,,,25.0,50.0,,,24.0,,80.0,12.0,8.0,48.0,19.0,33.0,,35.0,8.0,,,33.0,31.0,20.0,80.0,41.0,53.0,5.0,1640.0,1730.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,55.0,30.0
Northeast,1979,135.0,,,,,,,26.0,47.0,,,26.0,,77.0,14.0,9.0,44.0,21.0,35.0,,29.0,11.0,,,32.0,28.0,26.0,74.0,45.0,50.0,4.0,1690.0,1795.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,55.0,27.0
Northeast,1980,100.0,,,,,,,29.0,42.0,,,28.0,,73.0,16.0,11.0,47.0,24.0,30.0,,34.0,11.0,,,23.0,32.0,29.0,71.0,53.0,42.0,5.0,1660.0,1770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,53.0,22.0
Northeast,1981,87.0,,,,,,,27.0,41.0,,,31.0,,71.0,17.0,11.0,44.0,24.0,33.0,,31.0,13.0,,,22.0,34.0,29.0,71.0,53.0,43.0,4.0,1655.0,1805.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,50.0,24.0
Northeast,1982,79.0,,,,,,,28.0,39.0,,,33.0,,74.0,17.0,9.0,49.0,22.0,28.0,,32.0,13.0,,,26.0,30.0,27.0,73.0,60.0,36.0,4.0,1605.0,1755.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,51.0,21.0
Northeast,1983,106.0,,,,,,,31.0,40.0,,,28.0,,72.0,19.0,9.0,45.0,24.0,32.0,,32.0,15.0,,,26.0,27.0,33.0,67.0,56.0,40.0,4.0,1650.0,1795.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,46.0,21.0
Northeast,1984,129.0,,,,,,,30.0,41.0,,,29.0,,70.0,20.0,10.0,40.0,26.0,34.0,,32.0,16.0,,,28.0,24.0,34.0,66.0,54.0,42.0,5.0,1665.0,1860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,47.0,20.0
Northeast,1985,168.0,,,,,,,30.0,40.0,,,29.0,,72.0,21.0,7.0,39.0,26.0,35.0,,35.0,18.0,,,27.0,21.0,42.0,58.0,54.0,42.0,4.0,1655.0,1830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,44.0,21.0
Northeast,1986,193.0,,,,,,,31.0,46.0,,,22.0,,77.0,16.0,7.0,32.0,30.0,39.0,,32.0,15.0,,,36.0,18.0,43.0,57.0,47.0,49.0,4.0,1695.0,1850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,49.0,21.0
Northeast,1987,196.0,,,,,,,29.0,49.0,,,21.0,,76.0,17.0,6.0,26.0,28.0,38.0,8.0,36.0,14.0,,,36.0,14.0,48.0,52.0,47.0,49.0,4.0,1840.0,1955.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,48.0,25.0
Northeast,1988,188.0,,,,,,,29.0,52.0,,,19.0,,77.0,17.0,6.0,23.0,27.0,41.0,9.0,43.0,13.0,,,35.0,9.0,52.0,48.0,40.0,55.0,5.0,1810.0,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,43.0,27.0
Northeast,1989,159.0,,,,,,,23.0,53.0,,,23.0,,79.0,16.0,5.0,23.0,24.0,43.0,10.0,46.0,12.0,,,36.0,6.0,54.0,46.0,42.0,53.0,5.0,1870.0,2075.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,46.0,27.0
